ensembl	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
ENSG00000018699	673	1076	661	651	822	637	936	1116	1403	729
ENSG00000018869	60	101	210	61	301	212	106	126	134	179
ENSG00000019102	13	21	42	7	21	14	21	17	232	181
ENSG00000019144	3689	9050	6544	2755	2694	5342	17346	4558	2388	5850
ENSG00000019169	56	16	136	4975	11	177	205	110	1207	3
ENSG00000019186	278	4	155	4	52	11	2	83	1091	34
ENSG00000019485	333	666	2807	290	5400	721	886	3973	355	5930
ENSG00000019505	1	1	685	4	1671	0	0	651	0	6139
ENSG00000019549	11560	394	5556	1260	11150	318	560	5710	3439	4301
ENSG00000019582	66409	692027	25416	572164	27701	759360	616200	48252	151666	24932
ENSG00000019991	165	14484	950	26641	217	350	2405	1524	2109	4459
ENSG00000019995	1132	1409	1290	153	2101	1000	1238	1341	1311	845
ENSG00000020129	2264	5860	2971	3949	1874	18781	4116	1556	1436	2047
ENSG00000020181	9280	3864	20609	363	16405	626	3044	10668	3917	2745
ENSG00000020219	0	1	3	1	4	2	0	4	0	1
ENSG00000020256	1692	918	1444	465	2544	562	618	1516	953	2701
ENSG00000020426	1164	528	989	648	1688	519	709	844	788	593
ENSG00000020577	4304	3932	5848	777	7235	2843	3920	4747	5272	1477
ENSG00000020633	540	3242	1739	1499	1881	581	1374	1285	1036	80
ENSG00000020922	1326	1113	1157	782	1086	1383	1171	1552	863	1935
ENSG00000021300	11	21530	44	23112	62	18254	21280	93	198	352
ENSG00000021355	1310	4727	1197	3120	217	5042	4114	2502	3117	858
ENSG00000021461	1	20	12	15	6	3	0	0	0	3
ENSG00000021488	46	22	52	13	37	48	9	32	2	104
ENSG00000021574	1132	1699	1606	462	2800	846	1518	1747	1187	1772
ENSG00000021645	101	5673	293	506	133	4476	4231	1107	261	1301
ENSG00000021762	2018	1823	2372	2700	1908	2147	4102	2829	1119	811
ENSG00000021776	2348	3229	2711	1462	4997	1875	2866	3434	2883	2011
ENSG00000021826	966	395	1344	143	339	141	1266	870	958	559
ENSG00000021852	12	1	0	2	0	0	1	0	2	2
ENSG00000022267	1301	2965	6535	2941	11338	2364	1490	6444	1304	6126
ENSG00000022277	8869	9283	4850	6391	7019	6260	6451	5576	7470	9918
ENSG00000022355	1	7	2	0	32	0	0	24	57	5
ENSG00000022556	29	34	21	12	3	96	159	43	275	37
ENSG00000022567	360	1601	715	370	927	358	1041	1139	884	1333
ENSG00000022840	12648	10310	6744	8709	10101	8174	9687	8432	5567	9191
ENSG00000022976	324	251	598	222	992	339	378	637	835	486
ENSG00000023041	2188	2358	1538	1553	1884	1919	2023	1876	1746	512
ENSG00000023171	115	2023	943	536	760	1411	1183	1518	191	999
ENSG00000023191	11400	8827	4496	10970	4248	11347	10945	10290	10170	4033
ENSG00000023228	2462	5551	5940	3288	8243	3319	5488	3408	2494	3512
ENSG00000023287	4910	4659	3799	1945	6408	2417	3428	3198	4875	8543
ENSG00000023318	5992	5757	2792	6882	4555	3396	4870	4902	4789	2283
ENSG00000023330	2329	3395	1321	1820	3768	2349	2993	1809	3577	2747
ENSG00000023445	235	5967	145	5121	57	2198	1818	437	1756	135
ENSG00000023516	3291	4549	2219	1081	5451	3265	5362	3525	1597	1786
ENSG00000023572	651	526	190	503	360	271	706	275	513	209
ENSG00000023608	761	657	851	526	1494	351	747	773	353	820
ENSG00000023697	1923	1796	1016	2060	3123	1299	1330	1672	2089	977
ENSG00000023734	8725	8000	4613	7641	16220	3577	6075	6321	10200	6283
ENSG00000023839	74	40	96	48	6	31	40	114	27	35
ENSG00000023892	256	2892	917	2317	1454	2895	2156	1675	1190	589
ENSG00000023902	15713	10864	1885	5533	4586	9843	7678	2974	9210	5829
ENSG00000023909	822	499	755	348	743	707	600	522	1296	428
ENSG00000024048	5233	2399	2222	987	2990	2109	3065	3083	2763	2504
ENSG00000024422	18396	5830	8878	5950	14951	8215	7111	8023	7976	6469
ENSG00000024526	1245	121	387	257	2427	64	260	437	1417	1122
ENSG00000024862	922	1936	467	1752	681	1268	1325	727	878	925
ENSG00000025039	2389	1166	927	1227	1868	319	806	2354	492	1631
ENSG00000025156	1312	975	1209	496	2639	495	569	1232	846	1681
ENSG00000025293	4627	4937	2634	1875	3499	2560	3110	1525	1881	4112
ENSG00000025423	259	23	1138	8	476	23	21	35	150	109
ENSG00000025434	728	904	934	2886	635	977	3642	1772	1790	1259
ENSG00000025708	4226	16344	361	11559	876	12129	8835	1503	9238	494
ENSG00000025770	3604	3512	2121	3849	5906	2721	1774	2084	1405	2122
ENSG00000025772	2607	2005	1397	3184	3446	1555	1386	1297	4361	1558
ENSG00000025796	8095	5358	6331	2772	11718	3796	5604	7995	4120	6269
ENSG00000025800	5420	6669	3136	3035	2674	3158	4286	2082	4114	4497
ENSG00000026025	324149	162142	79544	312042	81884	398245	205122	123168	119805	104086
ENSG00000026036	260	90	339	163	299	159	167	225	549	187
ENSG00000026103	1349	1710	688	849	1580	638	1304	1769	1017	117
ENSG00000026297	1231	8127	1020	17500	1589	16062	7601	2493	1662	634
ENSG00000026508	25077	40118	8392	38202	23554	89846	18718	30889	56238	1269
ENSG00000026559	1245	5302	485	6621	1531	17	510	680	956	806
ENSG00000026652	15733	782	3025	387	1468	309	1071	2122	1107	1608
ENSG00000026751	52	335	71	20	36	296	1189	163	3535	68
ENSG00000026950	1390	2773	1912	1063	924	2021	3526	3054	3031	655
ENSG00000027001	534	510	224	660	2730	657	795	593	406	454
ENSG00000027075	483	1290	720	316	425	714	1718	571	1508	785
ENSG00000027644	1743	6	3699	20	320	13	17	747	4	105
ENSG00000027697	6077	7155	4976	4566	4483	9760	6497	4121	2316	2062
ENSG00000027847	2088	1948	2932	4031	1999	1453	1640	1483	1209	2279
ENSG00000027869	91	229	42	216	207	111	297	319	523	438
ENSG00000028116	542	1030	605	308	753	517	645	784	953	347
ENSG00000028137	1376	22592	835	19830	868	7593	14233	1817	3597	1951
ENSG00000028203	2428	2126	2746	1211	2525	1309	2026	2292	2055	2563
ENSG00000028277	236	2178	132	569	295	2974	1515	246	688	319
ENSG00000028310	2920	2911	2556	3938	3318	2317	1669	2570	1733	3741
ENSG00000028528	7188	12901	8142	7271	11560	10071	10285	8184	5624	4009
ENSG00000028839	1387	946	623	426	1322	536	675	846	716	1141
ENSG00000029153	1952	1115	422	1096	1157	421	959	443	4485	48
ENSG00000029363	7538	7328	6780	3583	12244	4520	7197	7515	4840	4753
ENSG00000029364	4030	4016	7937	2292	7308	3183	6364	6679	4898	2268
ENSG00000029534	382	468	615	543	581	232	1966	1045	45	144
ENSG00000029559	4087	135	2	490	17	1034	860	26	1	17
ENSG00000029639	393	345	218	501	794	434	517	398	231	238
ENSG00000029725	4122	5857	3022	2131	3391	4100	5629	3010	2024	2216
ENSG00000029993	4708	453	3898	904	10434	2218	1110	3778	3175	5655
ENSG00000030066	7381	3161	2561	1618	5469	1959	3925	4479	5012	7043
ENSG00000030110	1409	1244	535	672	1106	688	1791	862	1680	1476
ENSG00000030304	8	11	3	6	16	10	0	11	5	5
ENSG00000030419	98	285	513	116	288	216	489	362	318	55
ENSG00000030582	34201	43029	15831	42398	20628	23921	44863	18834	27231	14815
ENSG00000031003	1820	2825	4224	834	3836	2035	2164	2734	890	956
ENSG00000031081	4678	5029	1848	1358	4294	2687	4183	2533	2204	2549
ENSG00000031691	696	395	374	185	738	261	381	407	1237	835
ENSG00000031698	12816	9178	3730	8111	6597	6439	9540	4694	7834	9538
ENSG00000031823	11814	6665	5340	3356	9622	5101	4067	3916	6346	4360
ENSG00000032219	1323	1561	1702	396	2046	986	1996	1686	1316	875
ENSG00000032389	645	899	949	722	1080	1376	1203	1079	2285	1115
ENSG00000032444	9383	10093	2527	3850	1414	7166	7408	1560	7990	4075
ENSG00000032742	936	456	381	484	1006	1183	524	1179	845	755
ENSG00000033011	1338	1265	976	1402	1183	1036	1447	628	2120	423
ENSG00000033030	2204	1536	2073	916	2510	1055	1283	1763	1276	1544
ENSG00000033050	4521	5936	4227	5743	3863	2900	3590	3201	1709	2168
ENSG00000033100	5467	9013	8567	24204	3859	4725	7361	5072	2602	2925
ENSG00000033122	19	41	33	20	47	39	29	42	29	344
ENSG00000033170	12065	2486	7837	1375	5298	3568	5530	3010	3554	335
ENSG00000033178	4317	3055	2907	1412	4059	1779	2559	2351	3069	1801
ENSG00000033327	2180	3549	2584	1046	7625	2353	3639	3721	1041	798
ENSG00000033627	4451	5909	5110	5955	3334	4720	5358	3563	2380	1315
ENSG00000033800	2096	2784	3612	869	3633	1351	2017	2587	1645	1665
ENSG00000033867	3315	1817	604	573	1696	1629	2901	978	2051	1381
ENSG00000034053	59	62	2513	112	4845	181	81	2320	157	1599
ENSG00000034152	2916	5972	2105	3920	836	1436	4568	1452	4622	3359
ENSG00000034239	126	9	1	9	183	13	10	711	10	173
ENSG00000034510	68718	98882	17426	182630	27587	50319	79398	46850	84092	31578
ENSG00000034533	896	568	484	268	407	515	536	393	711	406
ENSG00000034677	7532	4277	4709	2135	6328	1900	3025	3890	2275	1985
ENSG00000034693	807	1427	656	407	1396	623	533	579	564	671
ENSG00000034713	6700	8511	8977	5297	10662	6214	6141	6837	3696	5189
ENSG00000034971	6	52	1810	5	5	54	4	667	5	1
ENSG00000035115	591	1451	2429	473	1545	1440	1070	1715	910	565
ENSG00000035141	2084	1709	1274	2266	2041	1017	1470	2193	2754	1025
ENSG00000035403	10458	9664	7944	2118	30241	9405	10202	16768	12487	5180
ENSG00000035499	261	92	249	204	766	110	382	282	549	553
ENSG00000035664	349	1127	1831	1183	1967	59	310	355	423	139
ENSG00000035681	3065	2885	1729	2073	3706	2177	2263	2312	2843	1064
ENSG00000035687	2673	1628	2291	797	2405	1689	2735	2721	2031	3185
ENSG00000035720	13	46	22	6	8	17	22	10	78	17
ENSG00000035862	152741	106952	112669	68779	112808	58237	60326	85553	77596	20003
ENSG00000035928	5612	4613	5988	1993	8082	1926	2739	4242	5946	3744
ENSG00000036054	3219	3435	1507	1382	1621	2250	3557	1379	2501	2291
ENSG00000036257	3446	4935	4750	1826	8220	2317	3467	4553	2378	4357
ENSG00000036448	14	271	311	904	146	223	240	470	30	346
ENSG00000036473	2	3	3	4	2	3	2	1	0	4
ENSG00000036530	357	27	486	128	355	106	48	220	33	189
ENSG00000036549	5354	3032	2101	823	2072	1889	2317	1344	2244	1746
ENSG00000036565	1	9	9	3	1	36	16	2	3	1
ENSG00000036672	94	217	91	188	119	599	217	79	19	188
ENSG00000036828	0	9	8	3	40	1	4	49	1	5
ENSG00000037042	1030	1591	2384	2306	2096	2633	1105	1319	1137	830
ENSG00000037241	1282	1074	1188	1885	1283	889	1003	848	1469	1328
ENSG00000037280	1921	1231	1418	302	813	454	1458	1206	6246	2138
ENSG00000037474	4085	4585	5655	4849	5009	2814	2444	3480	2852	5332
ENSG00000037637	2867	2395	1967	1355	2096	1786	1850	1240	1429	2179
ENSG00000037749	1293	1456	1505	152	1937	282	1468	1122	1241	780
ENSG00000037757	2437	520	965	776	599	1780	1017	585	881	894
ENSG00000037897	738	1065	759	1844	1606	426	713	932	722	1501
ENSG00000037965	391	204	170	59	456	1982	251	146	85	392
ENSG00000038002	722	1266	634	2014	400	1792	1076	412	872	209
ENSG00000038210	1086	895	676	729	898	742	794	660	2401	575
ENSG00000038219	3190	5322	7978	1380	6165	2217	4673	5748	4394	3751
ENSG00000038274	4333	4200	3844	1833	3090	1727	4001	3346	4996	3950
ENSG00000038295	1693	196	196	3	338	24	77	342	276	18
ENSG00000038358	3486	2286	2877	702	3432	1789	2372	2853	3536	3036
ENSG00000038382	16467	10650	7256	9004	11528	4938	5445	6858	10322	37391
ENSG00000038427	83002	3075	17865	2702	53433	1187	20101	57410	15863	19385
ENSG00000038532	2150	2329	2104	1273	3215	1928	2928	1082	3338	1270
ENSG00000038945	4814	15161	309	4017	716	5534	12649	1347	1897	607
ENSG00000039068	509	33	100	5	587	4207	5504	266	1550	28
ENSG00000039123	4437	3553	4470	1582	4354	2112	3209	3622	2810	3283
ENSG00000039139	4	58	7	68	3	238	21	3	59	18
ENSG00000039319	5072	4957	4206	2314	5958	2025	4179	3295	1456	1984
ENSG00000039523	5832	5833	4207	3045	6223	3910	6158	4229	4557	4135
ENSG00000039537	3	2	35	0	3	4	9	16	9	13
ENSG00000039560	6526	7757	7633	4545	16710	7864	6027	5402	6175	5907
ENSG00000039600	11	8	4	4	11	19	17	34	28	52
ENSG00000039650	1030	1690	1354	1915	1299	1897	1811	468	2082	2239
ENSG00000039987	10	0	8	17	1	1	1	6	4	0
ENSG00000040199	854	841	877	214	1550	516	764	824	632	572
ENSG00000040275	2339	475	1580	373	3042	301	627	1173	1958	2283
ENSG00000040341	1300	1902	1574	549	3419	1486	1337	1396	2528	1441
ENSG00000040487	1621	1720	569	2228	882	1308	948	494	989	1417
ENSG00000040531	1932	2251	719	1308	1210	1858	2064	812	806	749
ENSG00000040608	48	31	1233	94	1902	63	160	772	237	1252
ENSG00000040633	2412	2216	1832	2036	3133	1815	2467	1534	2162	2544
ENSG00000040731	1	5	232	1	141	21	6	86	38	362
ENSG00000040933	1455	3591	4230	1791	5953	2020	2130	2909	1807	2376
ENSG00000041353	500	52	96	129	234	24	68	162	691	11
ENSG00000041357	9680	7766	4469	10256	8515	4449	6319	5683	9387	4575
ENSG00000041515	2	8	24	99	166	24	3	44	60	293
ENSG00000041802	3580	3206	1548	2208	2505	1643	2135	2770	2673	2629
ENSG00000041880	1032	2495	2108	1064	977	1204	4006	1217	1536	674
ENSG00000041982	225201	11300	7755	53626	31450	15386	25422	35937	131236	75232
ENSG00000041988	1010	1478	754	1609	939	871	558	621	743	758
ENSG00000042062	58	73	1405	465	490	1704	33	2050	110	46
ENSG00000042088	1072	767	594	471	1801	418	765	984	1354	1571
ENSG00000042286	946	707	663	2720	376	1074	1504	789	1339	162
ENSG00000042304	0	0	2	0	1	1	0	4	1	0
ENSG00000042317	1030	447	602	493	904	603	479	767	380	578
ENSG00000042429	1855	1270	1526	840	1027	1186	1516	1691	959	2292
ENSG00000042445	2605	4345	7042	1865	1361	4466	3495	2116	2237	796
ENSG00000042493	15263	12040	3702	7265	3756	10654	9219	3613	16877	3516
ENSG00000042753	8652	4809	1828	6626	4043	3580	5094	2253	9163	6287
ENSG00000042781	54	8	18	10	102	13	4	13	12	11
ENSG00000042813	0	1	0	0	8	1	0	1	1	3
ENSG00000042832	1198	37	109	21	2604	68	44	940	94	2319
ENSG00000042980	215	3859	245	2580	84	2888	2470	403	382	82
ENSG00000043039	7	1	162	21	8	0	22	51	19	234
ENSG00000043093	1784	2267	1666	726	6111	1161	1547	1682	1870	1387
ENSG00000043143	2666	5836	5429	3164	2632	3365	3603	2120	2821	1538
ENSG00000043355	13	26	595	16	3845	50	1	1104	90	35
ENSG00000043462	803	5018	326	1356	283	3150	4613	729	2075	346
ENSG00000043514	1071	1026	549	824	754	930	849	558	957	1177
ENSG00000043591	2	57	72	26	119	111	66	90	9	60
ENSG00000044012	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	3609	2354	8075	2297	4267	2117	3024	10051	3900	7190
ENSG00000044115	17726	57684	19634	34531	25347	35946	48335	18602	13991	24140
ENSG00000044446	1350	1527	2259	1872	1807	1718	1039	2959	1067	1590
ENSG00000044459	1967	762	663	275	1346	871	932	1853	1662	673
ENSG00000044524	3243	1972	3672	194	275	164	388	3462	1258	10794
ENSG00000044574	32992	53676	21390	90229	53231	24964	45506	45568	35425	18183
ENSG00000046604	9038	825	2521	1071	1637	5	62	3157	10705	1030
ENSG00000046647	607	520	885	678	1471	1756	603	1236	1070	1180
ENSG00000046651	903	1666	1700	2144	2446	1796	1160	2269	1057	2948
ENSG00000046653	61	164461	3076	29504	4810	37416	34601	1998	138	3627
ENSG00000046774	0	0	8	0	2	0	0	10	1	0
ENSG00000046889	392	827	4496	37	6878	418	460	3401	92	1506
ENSG00000047056	1157	1108	1249	556	1082	1277	1559	912	850	1441
ENSG00000047188	2337	2631	3137	812	1823	1767	1966	1575	1202	2005
ENSG00000047230	801	962	1344	661	4407	960	638	2755	965	3742
ENSG00000047249	3465	2703	1882	2389	4212	2300	2209	2612	3546	4095
ENSG00000047315	9694	6582	6230	3133	7707	3077	5068	6393	5763	7152
ENSG00000047346	883	2444	3302	780	2603	1190	1507	1812	1043	825
ENSG00000047365	187	2941	1116	500	659	2929	484	756	955	166
ENSG00000047410	7899	5765	8205	2557	16084	4884	8376	12294	8954	8260
ENSG00000047457	47	426	51	89	5	220	106	99	4620	2
ENSG00000047578	1817	1653	1610	1255	1967	2546	2840	837	1076	797
ENSG00000047579	673	846	516	876	753	1200	1051	1225	1030	1063
ENSG00000047597	10	0	411	3	375	6	4	66	44	8
ENSG00000047617	47	52	1298	6	702	20	48	290	21	42
ENSG00000047621	1695	1700	1489	1230	1271	905	1347	1216	813	820
ENSG00000047634	735	1245	618	627	1063	341	782	898	1035	487
ENSG00000047644	3216	5896	2565	2189	3431	3993	4262	4291	4309	2994
ENSG00000047648	420	794	200	179	1491	245	283	1250	502	1196
ENSG00000047662	28	43	43	39	35	24	25	68	29	81
ENSG00000047849	31446	45826	13081	12956	25262	41660	40206	21462	25600	13350
ENSG00000047932	3894	1966	4555	930	9381	1907	3480	5732	1603	3658
ENSG00000047936	15	25	6	231	7	0	4	4	3129	0
ENSG00000048028	1049	728	708	413	699	768	759	1306	1087	1766
ENSG00000048052	1537	2212	1754	381	610	1513	1324	1011	1025	736
ENSG00000048140	2130	3295	2495	3371	2953	1624	2295	2276	2485	3156
ENSG00000048162	1274	868	506	1278	656	798	865	787	1410	1877
ENSG00000048342	1623	962	2558	469	1811	1040	698	1512	2014	900
ENSG00000048392	1438	9134	1776	3539	2936	2897	3452	1652	1022	922
ENSG00000048405	1201	1230	1137	533	1304	1089	1457	904	646	296
ENSG00000048462	4	7	6	0	1	0	2	1	76	3
ENSG00000048471	2030	3536	2368	1033	2705	1430	3111	1079	1777	647
ENSG00000048540	66	14	7935	84	2889	44	2	1244	1005	21
ENSG00000048544	4346	2034	1076	1162	1351	1502	2165	1436	3673	1478
ENSG00000048545	2	0	10	5	0	61	11	4	15	40
ENSG00000048649	2257	2963	2999	566	4625	2306	3216	2904	1980	3580
ENSG00000048707	4298	7092	3358	2131	2788	7189	4271	1979	2322	2122
ENSG00000048740	6548	6911	2680	4545	5553	8719	12947	2389	2794	1441
ENSG00000048828	10883	13114	5093	7442	4755	7079	12125	6928	9720	3621
ENSG00000048991	1965	2062	1627	1227	2748	1269	1902	1326	1439	2514
ENSG00000049089	146	1127	1561	534	4060	1312	822	4512	485	8968
ENSG00000049130	4222	2042	2080	796	1004	251	861	1131	6908	1069
ENSG00000049167	670	596	704	334	911	412	584	498	309	594
ENSG00000049192	489	64	965	63	709	192	132	506	3447	676
ENSG00000049239	5729	9792	8803	7409	8244	5079	7657	10166	6235	6851
ENSG00000049245	4680	16505	3420	8314	2986	11760	9090	2923	4190	2626
ENSG00000049246	3845	3250	6316	791	1422	2729	1349	1945	999	600
ENSG00000049247	12	4	3	2	9	2	9	4	26	1
ENSG00000049249	646	88	20	461	6	132	686	101	862	14
ENSG00000049283	5	3	93	15	52	35	4	20	31	20
ENSG00000049323	12771	8297	35708	1423	98105	4258	2166	38675	44623	1257
ENSG00000049449	2595	8415	6587	29642	17101	2718	7200	9349	19612	4335
ENSG00000049540	2891	3120	68712	3693	36119	365	1078	37832	5584	6928
ENSG00000049541	1422	1406	1471	2646	3094	1292	1466	1667	1676	1166
ENSG00000049618	10606	5070	4689	1310	11524	3012	4657	5965	3279	5348
ENSG00000049656	7933	8604	5654	13279	9686	4140	3971	5636	6006	7692
ENSG00000049759	1714	1502	1891	1234	3830	3396	1446	1513	3188	2457
ENSG00000049768	72	115	55	62	81	49	169	134	106	100
ENSG00000049769	675	592	579	818	1699	828	616	388	430	510
ENSG00000049860	22007	13111	6292	23358	5829	3879	7756	7671	6855	2460
ENSG00000049883	1154	590	1016	617	1288	468	742	1077	498	643
ENSG00000050030	3	8	703	10	1236	80	0	543	20	9
ENSG00000050130	2577	2481	3962	1510	4427	2335	2959	3080	2445	885
ENSG00000050165	5117	16235	51450	17562	25371	33974	2120	7371	4113	1652
ENSG00000050327	8	92	497	11	428	438	99	336	111	153
ENSG00000050344	255	3221	760	2807	1369	1838	3411	1034	7261	373
ENSG00000050393	1552	1557	925	1397	3621	1370	1958	1570	1881	1635
ENSG00000050405	7238	10445	9743	3374	11745	4532	6539	5885	19331	6347
ENSG00000050426	1320	2902	3099	2919	2641	2633	2179	6025	2226	1872
ENSG00000050438	746	627	1715	436	1275	723	348	240	2047	420
ENSG00000050555	117	291	1195	112	887	166	536	1303	947	4572
ENSG00000050628	3547	46	480	10	59	1	73	40	537	22
ENSG00000050730	7	29	4	93	40	8	49	12	487	8
ENSG00000050748	2220	3406	2536	1970	3122	2170	2324	2443	3107	2299
ENSG00000050767	41	40	1444	1029	2498	791	167	2564	104	265
ENSG00000050820	10341	4763	6850	3365	11879	2532	4393	5714	5464	6655
ENSG00000051009	1813	1681	1942	1740	1351	1959	1694	2449	945	1146
ENSG00000051108	4214	8750	5282	9125	4465	5228	7054	4594	3691	3373
ENSG00000051128	9284	3973	1780	3179	5295	2391	2543	3912	4453	3382
ENSG00000051180	569	144	137	312	1048	88	287	351	1278	404
ENSG00000051341	456	78	185	154	652	96	146	153	1043	952
ENSG00000051382	625	1527	934	735	693	1158	1434	679	1151	216
ENSG00000051523	1692	10435	495	15482	1930	11669	10948	3062	6944	1687
ENSG00000051596	336	329	347	327	1096	241	383	484	456	1189
ENSG00000051620	1552	1771	1552	2290	3230	5198	927	2825	885	1111
ENSG00000051825	1660	784	1225	317	1120	361	1029	864	1275	664
ENSG00000052126	4182	1038	1635	553	10866	752	822	2830	1236	2502
ENSG00000052344	15	26	19	5	16	8	7	28	1039	2
ENSG00000052723	3384	1543	2667	577	4379	1092	2333	1680	1434	4092
ENSG00000052749	1754	2372	799	1892	2163	1363	1866	2461	2546	1539
ENSG00000052795	5557	3569	1631	552	2618	766	2454	1226	1711	1144
ENSG00000052802	1299	3596	1211	1561	1326	2227	2529	927	1492	796
ENSG00000052841	10062	3214	4832	2925	5791	3221	3536	5464	6522	8887
ENSG00000052850	77	23	2535	2	4622	1	78	2744	4	24
ENSG00000053108	83	6	25	4	521	1	10	203	4	75
ENSG00000053254	5368	5398	5484	982	9963	2167	4615	4471	4158	3760
ENSG00000053328	0	22	25	0	73	74	27	114	15	11
ENSG00000053371	2688	2197	1213	3073	2498	2223	1557	1463	2041	1376
ENSG00000053372	2629	2948	961	4753	1793	1801	2322	1173	3143	3620
ENSG00000053438	11	8	72	1	71	8	31	34	11	124
ENSG00000053501	2601	1489	1518	1123	709	1459	1059	1352	751	1637
ENSG00000053524	98	67	257	242	426	29	152	89	248	45
ENSG00000053702	92	1845	178	329	363	6843	419	673	63	212
ENSG00000053747	5959	166	1353	199	1251	1596	218	2306	1333	72
ENSG00000053770	3055	1796	2687	711	3495	1760	2261	1605	1474	1094
ENSG00000053900	1870	1608	2189	1638	1358	1750	1499	1543	1746	950
ENSG00000053918	315	1723	564	1347	381	1595	1395	795	880	266
ENSG00000054116	4255	4805	2508	3457	2172	2987	2910	1438	2697	2529
ENSG00000054118	9477	10993	5910	5239	8249	6338	9542	5821	8699	7708
ENSG00000054148	3401	4469	1608	16198	1474	6385	4170	4000	2450	4199
ENSG00000054179	4	33	52	56	662	624	82	480	5	27
ENSG00000054219	76	1134	89	951	27	502	776	89	737	146
ENSG00000054267	1600	2465	3617	805	2562	1430	2984	3086	1574	3183
ENSG00000054277	1090	336	334	56	985	385	839	321	305	371
ENSG00000054282	1032	1642	1683	961	1428	1609	1661	1606	952	1022
ENSG00000054356	8	27	11	9184	77	9	54	580	2196	32
ENSG00000054392	759	347	1232	321	1836	120	1013	1070	1010	1134
ENSG00000054523	6620	7437	2687	3312	3731	4441	5788	2206	3850	6048
ENSG00000054598	811	598	1177	181	1268	504	476	1187	634	441
ENSG00000054611	1779	3345	905	2928	1388	2654	2813	1282	1306	896
ENSG00000054654	3799	4150	5291	1967	9984	3639	3836	5178	2197	660
ENSG00000054690	45	634	623	346	743	509	1185	605	156	112
ENSG00000054793	5536	1046	7616	1460	6800	2044	819	6691	929	7440
ENSG00000054796	0	0	0	0	0	0	0	0	0	0
ENSG00000054803	3	168	2	1775	22	13	1368	7	10	10
ENSG00000054938	390	145	670	60	240	1281	19	85	21	8
ENSG00000054965	4748	8250	4326	3877	8897	9627	12215	5641	2754	4112
ENSG00000054967	540	1374	203	1102	612	767	1013	256	852	824
ENSG00000054983	5410	2763	2449	1705	5544	3516	3725	3316	1880	2385
ENSG00000055044	3075	2593	3000	3282	4345	1947	2270	3263	4363	4299
ENSG00000055070	9911	15359	4882	9256	8362	9064	10509	4325	12210	6278
ENSG00000055118	40	176	117	312	1685	158	10	1206	61	2229
ENSG00000055130	4402	5554	5796	5611	6188	3751	4367	4719	1778	2148
