ensembl	fca51e84-4783-4e3a-b4a0-85371ce84e43.htseq.counts	cb9beb00-4b21-454f-a865-726bd8120d46.htseq.counts	c1b63308-8e44-46e6-9d83-10e4f69898ff.htseq.counts	6b765cb3-2593-4776-bdfa-a560bc79ff52.htseq.counts	be630f1e-165e-45b7-b4f8-e80ac3ebe323.htseq.counts	d6b51a36-7ce9-4044-809b-e48e9213abd8.htseq.counts	5f86524f-b1b9-4511-9f23-3d5b34bb8cf4.htseq.counts	17fd8633-6271-45f3-9e8a-60d093be9e6b.htseq.counts	23758664-22b8-4bc5-9a03-061619380b20.htseq.counts	44db1348-8a8c-4ef2-99e9-e5a13a9c81ec.htseq.counts
ENSG00000019485	2975	1024	863	843	670	1546	1025	971	3115	573
ENSG00000019505	219	46	197	204	30	1835	308	538	76	640
ENSG00000019549	8481	1843	2098	4929	2683	6258	13221	13143	15807	767
ENSG00000019582	2587	1048	4141	5873	33360	14071	17547	30760	8983	12930
ENSG00000019991	13	20	4501	29	211	65	59	27	45	13
ENSG00000019995	2300	195	351	297	1054	1698	1813	835	2819	18
ENSG00000020129	4039	3509	1840	3662	3124	6220	3432	6327	4399	1649
ENSG00000020181	20619	588	2928	622	4874	17146	4450	5884	5098	167
ENSG00000020219	2	3	1	0	1	1	1	1	0	5
ENSG00000020256	2444	525	738	1453	844	2125	1222	1510	1884	293
ENSG00000020426	1509	493	1029	784	1426	2079	862	2285	1345	1211
ENSG00000020577	2918	1770	582	1524	2894	1193	3165	6995	8354	279
ENSG00000020633	2010	215	1648	274	796	7354	2943	2568	2871	2115
ENSG00000020922	2893	1242	1548	1070	1093	3422	1341	1987	3327	337
ENSG00000021300	281	1340	1277	87	281	52	433	640	568	459
ENSG00000021355	1017	233	1072	445	2100	978	1786	3810	1645	429
ENSG00000021461	5	8	1	5	1	3	0	1	24	13
ENSG00000021488	22	36	27	35	18	12	9	47	21	6
ENSG00000021574	3306	1759	1410	1419	1506	2795	2646	1336	3887	937
ENSG00000021645	2316	3161	150	593	38	857	182	1497	233	49
ENSG00000021762	4490	3046	3331	2882	4057	3979	2505	4272	3995	1814
ENSG00000021776	5764	1665	1722	1095	1678	3525	2459	2195	4888	430
ENSG00000021826	6211	28	423	516	2160	1955	60	2089	90	101
ENSG00000021852	0	2	0	1	18	0	9	2	0	0
ENSG00000022267	43188	7538	4642	9136	47257	28122	8519	12925	10890	1139
ENSG00000022277	6358	2673	3897	4288	4892	5720	4631	8042	6175	2973
ENSG00000022355	35	0	2	4	1	0	0	20	158	0
ENSG00000022556	4	0	1	198	105	3	5	35	14	10
ENSG00000022567	1268	185	812	535	593	1183	486	915	1022	2359
ENSG00000022840	9975	7747	8858	7109	15122	11064	9313	12747	12215	2982
ENSG00000022976	814	360	337	231	345	774	367	606	710	49
ENSG00000023041	2017	1684	1574	1347	1606	2435	1829	1878	2257	580
ENSG00000023171	320	222	256	212	469	288	44	256	321	53
ENSG00000023191	11816	7549	9262	16003	9923	11699	6843	30602	10393	8390
ENSG00000023228	5099	2292	2168	1863	3946	4980	3471	4005	6967	2240
ENSG00000023287	5289	1799	1407	1215	1799	3812	3893	2246	6341	577
ENSG00000023318	5086	2721	1962	2481	3988	4640	4432	5387	4826	2875
ENSG00000023330	1316	594	844	1415	1444	2371	1135	3750	1424	979
ENSG00000023445	56	53	33	10	141	38	69	906	46	72
ENSG00000023516	6355	1877	1599	1988	1865	4533	3992	2518	6156	890
ENSG00000023572	249	224	271	313	345	373	183	546	237	222
ENSG00000023608	1153	3680	500	277	643	1077	650	1773	704	395
ENSG00000023697	1339	1105	1065	702	1842	1230	960	1848	1641	438
ENSG00000023734	8742	3836	3970	3473	7904	6846	4179	10671	8792	3205
ENSG00000023839	59	18	11	9	32	34	29	9	49	3
ENSG00000023892	648	1295	3590	391	923	1271	2402	2797	1111	625
ENSG00000023902	3003	1514	3182	5990	5351	5728	2927	9762	3554	2069
ENSG00000023909	440	264	486	186	917	760	600	839	1218	129
ENSG00000024048	3750	2144	1505	1067	1684	3312	3139	2098	3942	538
ENSG00000024422	3414	5728	3608	8072	7189	5712	6514	15441	7267	1316
ENSG00000024526	312	328	444	124	306	406	260	361	297	73
ENSG00000024862	960	596	606	629	760	1356	1316	870	1037	518
ENSG00000025039	278	376	61	264	1757	170	231	494	675	832
ENSG00000025156	2046	966	871	892	1207	1452	1435	1513	1749	320
ENSG00000025293	4310	1001	1789	1622	2021	3220	3212	2991	3853	861
ENSG00000025423	47	20	31	37	184	42	140	68	49	33
ENSG00000025434	1618	336	575	1091	642	640	356	1465	328	442
ENSG00000025708	702	1486	630	1490	1583	1280	1366	2577	1422	2556
ENSG00000025770	2957	3226	2777	3817	2165	2418	2482	7461	3111	3513
ENSG00000025772	3064	1709	3342	3380	2045	4457	2143	9349	2103	1812
ENSG00000025796	8317	5183	4008	3706	3613	8877	8968	7580	10797	2598
ENSG00000025800	2693	1733	2126	2083	2627	4280	3383	4053	5837	503
ENSG00000026025	96584	47476	52957	47911	101720	55468	76408	153565	55854	26851
ENSG00000026036	314	154	75	88	107	211	170	229	493	4
ENSG00000026103	102	388	97	75	643	105	367	575	276	63
ENSG00000026297	1007	2613	2393	561	1047	2775	1762	5161	916	3653
ENSG00000026508	816	8089	6173	4017	3564	409	12452	20324	4859	283
ENSG00000026559	2263	2158	283	3027	458	3393	77	2802	1495	843
ENSG00000026652	2562	2439	1646	2369	1411	2113	2314	3247	3351	1004
ENSG00000026751	4	1	14	6	39	10	237	74	9	9
ENSG00000026950	2451	1008	632	280	1252	2251	4776	1364	2848	257
ENSG00000027001	1565	292	835	602	941	876	609	2064	825	297
ENSG00000027075	5335	427	497	227	1469	5141	1410	2665	669	553
ENSG00000027644	322	9	2	24	94	14	4	28	6	14
ENSG00000027697	2527	1532	1395	1443	2216	2438	2637	2672	2851	407
ENSG00000027847	1861	1713	2103	3335	1688	1995	1499	2971	2022	3820
ENSG00000027869	96	126	75	196	88	196	30	318	26	22
ENSG00000028116	696	424	441	134	449	638	544	593	1110	185
ENSG00000028137	306	529	173	258	1670	835	1049	4463	287	1192
ENSG00000028203	4010	2094	1729	1264	3418	3215	2424	2053	4671	840
ENSG00000028277	47	34	15	72	61	46	87	202	57	57
ENSG00000028310	3082	2181	2351	2340	2024	3514	2320	4024	3641	1506
ENSG00000028528	6727	2393	3585	2554	3827	6277	5633	4268	8748	1198
ENSG00000028839	990	456	681	648	697	908	777	1162	1038	297
ENSG00000029153	127	492	216	39	194	59	88	462	231	10
ENSG00000029363	12736	5554	5224	3958	4266	9787	8593	8291	12113	2205
ENSG00000029364	8199	4267	3196	2958	2793	6036	5709	5552	7347	1300
ENSG00000029534	142	52	45	28	1752	115	20	739	87	32
ENSG00000029559	0	3	4	2	102	0	1	18	10	0
ENSG00000029639	494	646	533	344	368	493	242	476	276	91
ENSG00000029725	4638	2222	1017	2537	2854	4009	2977	4972	4751	2214
ENSG00000029993	2827	1771	3433	4684	4364	2458	2217	4615	1271	1128
ENSG00000030066	7689	1716	1598	1171	1671	4684	2579	3085	6994	511
ENSG00000030110	984	1017	934	1025	1174	1977	955	1427	1414	899
ENSG00000030304	1	0	1	8	85	0	8	5	5	4
ENSG00000030419	137	80	134	24	166	13	242	20	92	53
ENSG00000030582	10938	7444	12353	14418	17351	18427	17675	23144	20317	12931
ENSG00000031003	3619	744	860	679	731	1866	3076	1004	3716	228
ENSG00000031081	4360	687	900	2989	2004	4450	3412	2399	3920	365
ENSG00000031691	645	237	319	262	314	549	537	448	541	65
ENSG00000031698	4635	5411	5988	9368	6437	8850	5255	13976	7878	8105
ENSG00000031823	4241	2942	3512	3663	3212	4694	3150	5885	4450	2099
ENSG00000032219	3347	647	689	676	749	2245	2415	1032	2332	535
ENSG00000032389	1872	1335	1406	1213	1552	1522	883	2158	1387	644
ENSG00000032444	3338	2054	2068	2552	3127	3982	1895	4008	2716	4749
ENSG00000032742	1847	921	1190	1249	920	2011	1459	1495	1778	421
ENSG00000033011	948	782	609	710	702	1044	855	1356	1073	249
ENSG00000033030	2333	1187	1264	742	1135	2131	1688	1469	2507	185
ENSG00000033050	4868	2762	2983	2611	3415	4868	2487	8084	5912	1306
ENSG00000033100	2928	2304	2609	3602	4837	3172	3118	7936	7258	2483
ENSG00000033122	28	418	134	29	51	54	53	15	71	11
ENSG00000033170	1800	1268	786	1098	1225	2394	2678	1609	2289	383
ENSG00000033178	3590	2026	1358	1126	1593	2411	2300	2099	3399	851
ENSG00000033327	401	1638	1491	191	1177	808	506	565	298	98
ENSG00000033627	3789	4007	2492	3872	3390	3496	3080	7220	6403	8243
ENSG00000033800	2758	810	860	752	910	2345	2513	1316	3299	535
ENSG00000033867	608	174	276	225	388	771	501	665	234	77
ENSG00000034053	1579	550	857	996	898	2064	119	1689	1191	819
ENSG00000034152	1720	1900	1700	1588	3564	2216	1290	12235	1505	3717
ENSG00000034239	202	15	66	648	67	149	495	711	150	145
ENSG00000034510	29226	74077	45099	54909	71091	23038	27104	93038	11261	140076
ENSG00000034533	844	204	273	469	389	758	669	675	881	116
ENSG00000034677	2516	848	871	824	1498	3050	2035	2275	3386	114
ENSG00000034693	1093	357	361	391	396	864	819	760	1153	394
ENSG00000034713	5858	3052	1856	6982	5931	6073	5461	7265	6235	4551
ENSG00000034971	312	0	0	5	12	8096	54	19	22	1
ENSG00000035115	3229	913	2241	893	1418	2117	2145	1521	3157	412
ENSG00000035141	2114	2569	2237	1486	2036	1586	1487	2856	2040	1160
ENSG00000035403	18181	8230	4865	3681	6826	9468	8877	20315	19240	586
ENSG00000035499	353	134	169	50	120	131	120	407	81	52
ENSG00000035664	48	13	98	67	1989	143	163	385	19	65
ENSG00000035681	4313	1204	1363	1187	1232	2836	1848	2766	3833	630
ENSG00000035687	5468	1120	1913	1831	1597	6230	3021	3961	5262	586
ENSG00000035720	1	0	0	1	3	1	5	1	6	4
ENSG00000035862	57792	22460	21895	27863	39487	45517	58084	84536	51448	66559
ENSG00000035928	5737	1847	1943	2310	2433	4911	5069	3933	7058	1693
ENSG00000036054	2828	659	2161	851	1280	2329	2718	1437	4930	247
ENSG00000036257	5497	1828	2442	1725	3212	4756	3565	4967	5398	1202
ENSG00000036448	1287	57	22	136	6014	2687	16	854	178	354
ENSG00000036473	1	3	2	2	4	4	0	0	0	3
ENSG00000036530	186	64	63	197	193	301	106	143	308	300
ENSG00000036549	2589	1741	1348	1290	1161	3136	2870	1614	3256	606
ENSG00000036565	1	0	1	2	3	0	0	0	1	2
ENSG00000036672	397	4938	203	495	1974	480	242	576	441	4385
ENSG00000036828	9	1	1	0	0	1	54	65	242	0
ENSG00000037042	2042	1533	1273	2109	859	2391	2048	2647	3472	595
ENSG00000037241	1297	1009	1175	1428	1127	1125	672	2155	1034	640
ENSG00000037280	944	112	208	460	2037	1927	557	444	282	236
ENSG00000037474	5216	1824	2839	2081	1723	4953	2711	5306	6096	797
ENSG00000037637	1436	1405	1645	1721	1777	2843	1937	2950	3239	1561
ENSG00000037749	2054	112	93	99	286	1138	1115	201	2136	43
ENSG00000037757	1764	1125	1114	951	1150	2847	1325	2384	1493	147
ENSG00000037897	1478	1779	1329	1482	1052	1171	741	3613	1565	1086
ENSG00000037965	2031	42	721	7	500	754	17	465	4297	204
ENSG00000038002	412	348	654	74	304	108	302	505	486	337
ENSG00000038210	497	583	711	232	464	748	613	902	790	125
ENSG00000038219	7833	1571	1452	1019	2106	3631	5502	1658	8272	202
ENSG00000038274	4254	1725	1713	908	2089	3924	3848	2778	3380	356
ENSG00000038295	2276	3	225	20	661	65	1478	37	339	2
ENSG00000038358	3852	1103	869	1148	1497	3264	2574	2549	4797	56
ENSG00000038382	7543	1011	1912	1414	1935	9353	3141	3374	8618	151
ENSG00000038427	4350	1869	8476	593	14506	68	11602	6559	20915	398
ENSG00000038532	2070	1192	1230	1150	1344	2187	1650	1686	2379	1106
ENSG00000038945	72	23	34	72	544	235	179	503	249	302
ENSG00000039068	58	182	13791	365	17	55	381	4005	489	817
ENSG00000039123	7391	2861	2344	2233	2463	6857	4217	5077	6267	567
ENSG00000039139	31	2	192	7	3	35	4	97	34	6
ENSG00000039319	3835	1833	2672	1308	1565	4254	4440	1632	5432	1188
ENSG00000039523	4315	2995	1797	3465	4673	3177	4296	12151	5657	702
ENSG00000039537	1	6	0	1	15	0	15	3	0	3
ENSG00000039560	9616	548	3744	1939	1677	4920	7773	4314	2185	1301
ENSG00000039600	10	17	7	16	8	36	17	17	39	0
ENSG00000039650	2645	2829	2450	2847	2411	2932	1992	4517	2793	2993
ENSG00000039987	4	13	6	4	1	2	0	11	3	2
ENSG00000040199	965	518	199	322	359	1032	760	798	1387	84
ENSG00000040275	1399	683	922	588	633	1478	745	934	942	187
ENSG00000040341	2102	786	1016	561	1806	2178	1227	809	1498	1290
ENSG00000040487	487	712	1398	1141	826	1360	1490	2113	1342	1787
ENSG00000040531	1488	820	658	721	1239	1733	922	4868	1135	1162
ENSG00000040608	1889	2506	2533	1082	337	1308	1864	2604	988	3658
ENSG00000040633	4236	2084	2866	4527	3042	4942	3191	6485	4783	1731
ENSG00000040731	17	0	3	0	0	0	8	5	19	1
ENSG00000040933	3709	1191	1001	1174	1672	3032	2120	1691	3868	362
ENSG00000041353	84	15	241	18	86	3	25	35	168	45
ENSG00000041357	5508	5898	5927	5699	5628	6671	3859	10536	5904	4788
ENSG00000041515	3	8	2	1	4	1	4	6	0	14
ENSG00000041802	3905	741	1084	1579	1437	2988	1544	2902	3788	679
ENSG00000041880	790	278	464	943	668	660	1465	1877	1229	87
ENSG00000041982	36427	80831	24136	3594	9435	3620	63165	68355	96795	1036
ENSG00000041988	534	1135	1297	1774	1049	1435	1093	1487	958	1521
ENSG00000042062	350	56	192	8	473	15	458	104	490	25
ENSG00000042088	1579	532	772	634	648	1301	705	1101	725	224
ENSG00000042286	276	564	703	144	975	233	181	760	361	350
ENSG00000042304	0	0	1	2	0	0	0	0	0	3
ENSG00000042317	1038	510	677	691	540	890	707	971	766	543
ENSG00000042429	2957	1074	1452	1077	1460	2960	1263	2337	2739	324
ENSG00000042445	2405	1458	827	981	2436	2522	2341	1894	3021	464
ENSG00000042493	735	4583	6324	3862	2184	589	1370	8711	2528	341
ENSG00000042753	3981	4270	5237	6627	5568	4021	2565	9489	3402	13789
ENSG00000042781	5	5	2	5	7	9	4	5	7	5
ENSG00000042813	1	1	0	1	0	0	0	2	1	0
ENSG00000042832	87	21	41	107	10	184	17	16	25	23
ENSG00000042980	11	6	11	18	61	83	37	27	49	17
ENSG00000043039	3253	2835	8271	797	2893	651	100	3679	8101	239
ENSG00000043093	2661	712	829	1010	1053	2163	1665	1779	3121	485
ENSG00000043143	3284	563	882	636	1187	1415	2729	1751	3428	971
ENSG00000043355	14846	45	78	592	6865	2164	9278	3520	7640	11955
ENSG00000043462	241	95	47	188	533	489	315	670	287	73
ENSG00000043514	927	935	958	696	724	1224	700	2121	1138	354
ENSG00000043591	112	3150	13	298	42	3	11	18	107	18
ENSG00000044012	0	0	0	0	0	0	0	0	0	2
ENSG00000044090	16256	5163	4943	8698	5324	10422	10213	9722	16137	3692
ENSG00000044115	26680	11293	21828	14318	15052	23824	18729	26756	30215	4447
ENSG00000044446	4478	1422	1213	1485	1670	2283	1880	3189	4282	1685
ENSG00000044459	2180	1164	654	715	973	1360	2198	1140	2472	246
ENSG00000044524	7713	36	91	7	855	44	534	118	2650	4
ENSG00000044574	31683	14980	20015	22727	34073	28411	24024	31130	84931	18609
ENSG00000046604	1673	234	705	13	203	28	30	167	1404	300
ENSG00000046647	2390	681	1287	890	967	1821	771	1284	1284	458
ENSG00000046651	3634	2407	3529	1145	1137	3930	1843	2058	4451	816
ENSG00000046653	18420	568	1529	1903	1782	5371	1810	1863	10223	1258
ENSG00000046774	4	3	0	0	0	0	1336	0	0	0
ENSG00000046889	809	1274	105	263	390	401	2367	97	827	37
ENSG00000047056	1627	289	493	815	936	1478	1539	1359	2140	297
ENSG00000047188	2773	1142	1062	602	864	2106	2009	1885	3706	229
ENSG00000047230	2750	1182	1585	852	913	1871	1150	1684	2255	465
ENSG00000047249	2769	989	1161	1978	1829	2919	1687	3484	2007	1573
ENSG00000047315	9264	2367	2834	2283	4146	7483	5281	4895	11843	276
ENSG00000047346	2570	962	571	648	1111	3224	1899	939	2689	147
ENSG00000047365	34	532	464	12	80	22	138	393	570	26
ENSG00000047410	13179	5259	5248	2617	4404	13143	9530	6408	14745	1004
ENSG00000047457	4	3	2	6	47	6	54	4	21	8
ENSG00000047578	2177	923	1117	772	949	1649	1514	2196	2187	271
ENSG00000047579	946	803	967	1475	1167	1138	715	2086	895	2026
ENSG00000047597	15	23	54	4	70	7	22	12	73	28
ENSG00000047617	31	13	106	35	77	207	60	160	30	11
ENSG00000047621	1943	1107	871	1082	902	1989	1514	1654	2109	788
ENSG00000047634	632	552	299	200	649	863	772	418	2363	159
ENSG00000047644	8245	3486	4373	1753	3291	14232	4426	3955	4954	594
ENSG00000047648	2850	96	217	465	468	2383	851	358	2264	51
ENSG00000047662	121	25	26	34	51	54	42	80	26	8
ENSG00000047849	13730	11617	8539	14973	33855	19572	13906	30229	13622	9123
ENSG00000047932	5142	2175	2121	1777	2037	4873	3798	2203	5285	404
ENSG00000047936	0	0	1	1	5	0	0	0	0	0
ENSG00000048028	2302	1170	1274	958	1281	2710	1038	1323	1807	543
ENSG00000048052	75	104	141	52	291	263	2173	66	486	98
ENSG00000048140	2183	1989	1860	1494	2345	2694	998	4713	2286	3392
ENSG00000048162	1298	1847	1362	1380	1132	1586	529	4291	1075	274
ENSG00000048342	3195	1038	1771	1867	1451	2051	2464	2076	2808	851
ENSG00000048392	1270	966	476	389	901	1459	871	1008	1603	144
ENSG00000048405	1201	521	489	402	451	878	743	865	1498	212
ENSG00000048462	0	0	0	2	1	4	21	9	7	0
ENSG00000048471	2281	775	659	859	1147	1921	1776	1309	2482	322
ENSG00000048540	111	5358	223	946	2098	1	1698	18	3236	11
ENSG00000048544	2195	1393	1453	1240	1528	2176	1341	2274	1873	713
ENSG00000048545	0	1	1	2	15	0	1	3	4	1
ENSG00000048649	7993	2786	2533	2089	2515	5175	4012	3350	6663	956
ENSG00000048707	3007	6190	2608	1338	2450	5030	5006	8192	7976	1211
ENSG00000048740	5493	5176	969	472	3534	10894	466	3171	13776	443
ENSG00000048828	11522	4704	5073	3385	6192	10152	7306	8456	10522	3460
ENSG00000048991	3728	1963	1737	1509	1922	3613	2018	2393	3394	1036
ENSG00000049089	3344	655	1284	6262	7525	277	3316	9414	17631	14890
ENSG00000049130	312	12937	1182	140	709	395	1988	499	32926	34
ENSG00000049167	832	365	345	339	341	606	498	735	724	229
ENSG00000049192	911	305	83	103	354	497	1058	356	1460	44
ENSG00000049239	8949	3894	4816	5847	6812	15415	10889	8968	15492	2006
ENSG00000049245	3095	867	1142	1878	3605	4061	2472	4935	4376	1222
ENSG00000049246	1045	2995	1892	1313	1259	3038	4386	1798	7954	466
ENSG00000049247	0	2	5	0	1	0	15	0	7	4
ENSG00000049249	1	0	3	0	20	4	30	32	1	5
ENSG00000049283	73	19	3551	34	30	50	106	395	70	253
ENSG00000049323	2322	4737	1267	764	2912	940	3226	2575	1319	92
ENSG00000049449	10484	3558	5393	3940	6949	9080	1777	17394	5070	14832
ENSG00000049540	2510	3430	1827	631	17054	2097	26069	27471	2050	35009
ENSG00000049541	1821	2080	1752	1818	1480	1615	1134	3556	1282	1430
ENSG00000049618	10703	3178	4009	3140	3146	8500	6507	5475	10342	1109
ENSG00000049656	5534	3727	4989	3977	3977	6476	3711	8132	6277	2562
ENSG00000049759	2860	3846	1440	2305	2821	1463	3233	1245	3028	2547
ENSG00000049768	99	81	91	190	62	136	105	78	106	89
ENSG00000049769	679	523	448	634	848	493	335	985	499	467
ENSG00000049860	11201	10561	4297	10623	3912	8977	4982	17075	6896	4949
ENSG00000049883	1625	583	570	615	540	1267	801	702	904	395
ENSG00000050030	50	501	245	262	31	14	835	34	1216	16
ENSG00000050130	3665	1281	1344	1377	1662	2889	1985	1888	4232	462
ENSG00000050165	2777	2653	747	4122	4740	3534	3177	10235	4141	9791
ENSG00000050327	885	402	929	448	455	487	640	1441	1064	251
ENSG00000050344	888	1762	399	358	205	200	361	378	362	200
ENSG00000050393	2677	2180	1776	1336	1294	1917	1963	2017	5189	572
ENSG00000050405	4963	2163	3262	2274	5822	8090	6996	4381	8328	233
ENSG00000050426	8236	3079	3350	4328	3430	8069	4754	6050	4623	2316
ENSG00000050438	150	124	292	179	514	122	255	112	287	370
ENSG00000050555	2233	360	94	1667	623	898	255	7360	278	3016
ENSG00000050628	10	34	4	38	114	73	60	29	42	11
ENSG00000050730	0	0	2	1	12	1	5	119	1	5
ENSG00000050748	1793	887	998	689	1486	1569	1745	1585	1995	335
ENSG00000050767	6222	10589	3357	5887	1740	3096	2593	8110	5333	8527
ENSG00000050820	4290	2593	2167	4816	6138	5607	3029	9355	3582	5697
ENSG00000051009	3374	2152	2114	2019	2493	4084	1666	2844	3886	558
ENSG00000051108	2848	2431	1262	1788	4829	3529	3180	3508	5645	2836
ENSG00000051128	900	558	2039	3298	3367	2077	968	3173	969	1883
ENSG00000051180	372	263	488	271	307	266	159	812	202	134
ENSG00000051341	263	91	125	57	175	178	110	199	167	11
ENSG00000051382	1264	210	308	361	697	1177	857	637	1474	352
ENSG00000051523	2820	4227	3799	2261	5044	1946	2658	8939	833	21278
ENSG00000051596	944	350	870	334	293	589	357	621	514	155
ENSG00000051620	1232	674	5206	899	2996	807	2146	2820	1753	3742
ENSG00000051825	1264	256	268	176	581	1082	822	267	1786	76
ENSG00000052126	1037	545	1242	768	562	496	1333	402	1410	114
ENSG00000052344	33	899	6830	26	85	34	609	2005	176	2957
ENSG00000052723	2813	1904	1811	1230	1588	3431	3342	1903	4743	453
ENSG00000052749	4283	3256	3146	3423	2903	3952	1791	21140	3691	1172
ENSG00000052795	1823	1969	535	456	1256	1028	1260	756	2634	480
ENSG00000052802	2653	2528	1872	1454	1716	1508	1805	2309	1262	1171
ENSG00000052841	8774	3351	2967	2595	3131	7009	4397	4362	7741	1314
ENSG00000052850	3607	104	634	329	211	6174	303	1338	687	6194
ENSG00000053108	2406	80	186	1567	50	449	2342	731	511	822
ENSG00000053254	5564	2646	1552	2137	2387	5867	6954	4022	9883	1498
ENSG00000053328	88	27	4	24	15	21	5	14	128	0
ENSG00000053371	2450	2063	5559	5170	2616	5432	10038	6819	4228	11091
ENSG00000053372	2077	3310	3648	3552	2254	3948	2571	7858	3064	2073
ENSG00000053438	3906	0	1	3	49	158	9624	2884	62	11
ENSG00000053501	1961	1594	1464	2853	1228	1710	1206	3237	947	1916
ENSG00000053524	12	0	8	8	240	6	54	20	35	3
ENSG00000053702	359	175	231	175	266	361	234	233	281	62
ENSG00000053747	87	96	282	48	80	155	421	1132	815	20
ENSG00000053770	2555	933	996	706	1069	1699	2288	1265	2976	672
ENSG00000053900	2445	1532	1349	1470	1267	2388	1429	1768	2730	1076
ENSG00000053918	160	97	126	143	979	438	106	476	241	195
ENSG00000054116	1652	1934	3011	3270	2920	3545	2282	5690	3704	2794
ENSG00000054118	9084	5487	6285	6192	7039	13155	10854	13442	16243	2936
ENSG00000054148	4638	9747	8796	9326	7284	5822	3641	11673	3430	30622
ENSG00000054179	411	2412	2235	88	1167	32	122	734	172	5908
ENSG00000054219	116	210	37	54	158	16	277	399	184	36
ENSG00000054267	3832	1437	1447	1340	1296	4632	3877	2591	4984	599
ENSG00000054277	741	97	136	133	163	276	266	143	282	1
ENSG00000054282	1295	1051	907	764	772	2768	1232	1149	1553	311
ENSG00000054356	23	41	4	61	31	24	2	47	12	13
ENSG00000054392	1594	427	494	434	476	1869	2138	671	1915	273
ENSG00000054523	2274	2013	1793	1455	4994	2528	2451	3094	4649	661
ENSG00000054598	9208	302	1778	4093	7125	3854	12724	8084	12177	3194
ENSG00000054611	1476	1432	1310	1889	1773	1750	1424	2257	1500	2199
ENSG00000054654	4329	2594	2208	460	4053	1667	6285	1680	3099	354
ENSG00000054690	64	45	269	26	35	150	70	44	101	24
ENSG00000054793	7729	2764	2742	2743	2892	4595	4948	6338	4209	1622
ENSG00000054796	0	0	0	0	0	2	0	0	0	2
ENSG00000054803	36	6505	713	28	102	102	1	108	2062	3
ENSG00000054938	76	0	17	12	225	103	34	89	8	15
ENSG00000054965	8860	7431	4171	4576	4276	9465	6211	5004	12644	2100
ENSG00000054967	172	255	184	218	590	312	117	1073	153	193
ENSG00000054983	5609	1152	1023	1914	1707	4745	3711	2855	6563	1053
ENSG00000055044	5877	4354	3755	3397	2982	5512	3024	8902	4648	1454
ENSG00000055070	5999	9820	7635	7581	8027	11520	7351	16500	11167	7527
ENSG00000055118	346	492	203	222	527	520	164	403	338	969
ENSG00000055130	5314	2164	3308	2314	3266	5379	2788	5833	4818	1613
ENSG00000055147	1538	859	576	729	874	2078	1513	1044	1948	282
ENSG00000055163	1752	797	973	227	1081	537	572	838	2284	1869
ENSG00000055208	10867	2184	2629	2572	3112	11162	6757	5164	9691	1113
ENSG00000055211	5222	2504	2625	2483	2831	4714	4719	5595	4989	2361
ENSG00000055332	6705	2536	2088	1520	2489	4573	4186	3790	5862	786
ENSG00000055483	4315	2551	2063	2274	2012	4735	3358	5798	5876	1553
ENSG00000055609	6275	2928	2024	1487	2128	4171	4553	2852	7674	554
ENSG00000055732	10	1	13	0	18	3	1	39	63	22
ENSG00000055813	10	2	0	4	25	3	51	1	36	1
ENSG00000055917	12883	5472	4955	4117	5219	10652	10212	6299	12886	2410
ENSG00000055950	3716	2569	3056	3981	4004	3504	2677	4810	3184	2944
ENSG00000055955	7	9	16	27	202	21	4	20	26	13
ENSG00000055957	1	14	0	3	62	1	27	3	1	11
ENSG00000056050	1724	1242	1282	1825	1713	1572	1227	2757	1358	1113
ENSG00000056097	10342	3081	3482	2297	2433	8011	8020	4396	11709	1052
